"","University","Department","Professor","Course","Difficulty","Rating","Comments","Date","Unhelpful","Helpful","Grade"
"1910","Yeshiva University","Communication","Anthony Beukas","SPE","4.0","3.5","Dr. Beukas is a great teacher, you can learn a lot from him, and as much as a pain it can be,but when you look back at it, you will see that you can get up in front of anyone and talk about anything. He helps a lot also, and gives good advice to students.",2004-07-19,"0","0",NA
"1911","Yeshiva University","Communication","Anthony Beukas","SPE","4.0","3.5","Dr. Beukas is a unique professor. If you can deal with the distractions and see them as only that -distractions- you will see that he actually does have something to offer and you can actually learn a lot, but you need to have the right tolerance.",2004-07-16,"1","0",NA
"1912","Yeshiva University","Communication","Anthony Beukas","SPE101","3.0","3.0","Class was fun but there was a lot of work.",2004-07-11,"0","0",NA
"1913","Yeshiva University","Communication","Anthony Beukas","SPEECH","4.0","5.0","One of the all time best!",2004-03-08,"0","0",NA
"1914","Yeshiva University","Communication","Anthony Beukas","SPE101","3.0","1.5","beukas is full of himself, and spends half the time talking about himself, and telling us why hes gods gift to teh world, then he tells you how dumb you are, how dumb YU is, and how great every other college in the US is...however, he grades easy",2003-05-23,"0","0",NA
"1915","Yeshiva University","Communication","Anthony Beukas","SPE1010A","4.0","2.5","decent teacher but has his times where he is hard as anything. you do the work your fine.",2003-04-08,"0","0",NA
"1916","Yeshiva University","Communication","Anthony Beukas","HELL101","1.0","1.0","No Comments",2003-03-01,"0","1",NA
"1917","Yeshiva University","Communication","Anthony Beukas","SPE1010A","3.0","4.5","Pain but its an awesome course if you can put up with his crap",2001-12-24,"0","0",NA
"1918","Yeshiva University","Political Science","Ruth Bevan","POL1501","2.0","5.0","Prof. Bevan basically grades you on your name. If she likes you and you display even rudimentary interest during class you've got an A. She's funny and nice and doesn't really give much of any work. She doesn't take attendance, which is good, because the class can often be boring. Very discussion-heavy. Interesting topics usually though.",2017-01-16,"0","0",0
"1919","Yeshiva University","Political Science","Ruth Bevan","ISRAELIPOLITIC","3.0","5.0","She will be your grandmother for the semester instead of your professor. She's the best!",2016-09-09,"1","0",NA
"1920","Yeshiva University","Political Science","Ruth Bevan","POL1401","2.0","3.0","Prof. Bevan is a very nice person and deeply experienced teacher. She's is always available to help out and classes are relatively easy to do well in. Class doesn't always follow the syllabus, have coherent sequence of ideas, and there are alot of side tangents but its worth it.",2016-05-17,"0","1",NA
"1921","Yeshiva University","Political Science","Ruth Bevan","2225H","1.0","5.0","She's really nice and will help you with anything. She even wrote recommendations for a couple of guys in the class.",2014-12-12,"0","0",0
"1922","Yeshiva University","Political Science","Ruth Bevan","2225H","1.0","4.5","I cannot speak for Dr. Bevan's non-Honors classes, but her Honors class was really enjoyable and not much work. She assigns a lot of reading, but most of the class does not actually do them. But you will get more out of the class if you DO read what she assigns, and she chooses interesting books  articles. She is really nice and really helpful.",2014-12-12,"0","0",0
"1923","Yeshiva University","Political Science","Ruth Bevan","COWC","2.0","3.0","She is a very nice old lady & has a lot to share, but runs a very boring class. There are no tests & only a few papers. She grades them based on the name, rather than the content. To do well you have to meet with her in her office and make sure she knows your name. I met with her weekly and (actually enjoyed the meetings) and that's why I did well.",2013-12-20,"0","0",4
"1924","Yeshiva University","Political Science","Ruth Bevan","COWC","2.0","3.5","Really nice professor, very easy class. She assigns a couple papers but they do not have to be well written because your grade will be based off if she likes you. Class happens to be very interesting, and if you make a slight effort to meet with her or notice you, you are guaranteed an A. Meetings with her outside actually helped me in many ways.",2013-11-22,"0","0",NA
"1925","Yeshiva University","Political Science","Ruth Bevan","ISRAELIPOLITIC","2.0","5.0","Prof Bevan is the sweetest prof. in YU by far. She is caring and insightful, and she works in order to gain a relationship with you. I do not kid when I say that I have a bigger connection with her than I do with my rebbe. Her readings are insightful and her class is well paced. If you are interested in her subjects I highly recommend.",2013-11-08,"0","0",4
"1926","Yeshiva University","Political Science","Ruth Bevan","GREATPOLTHINKER","3.0","5.0","she was very clear, and interesting. i thought i would never enjoy political philosophy  and it turned out that i had a great time. the class helped me in a lot of other fields as well.",2013-10-06,"0","0",NA
"1927","Yeshiva University","Political Science","Ruth Bevan","COWC1001","2.0","2.0","Probably the single worst teacher I have ever had in my entire life. Good part is never have to show up to class and four or five papers and that's it. She throws the essays down stairs and randomly assigns grades and considers a ""c"" a great grade... If you meet with her outside class and agree with her opinions in class, you get an ""A,"" guaranteed",2013-09-11,"0","0",NA
"1928","Yeshiva University","Political Science","Ruth Bevan","COWC1001","3.0","3.0","shes very nice. if youre willing to put effort into getting her to like you then you will get an A. if not, she doesn't take any attendance so youll be able to not go but likely wont get the A. assigns work by end of semesters which isn't really ideal. very nice and can even be enlightening and interesting to speak to... but not worth the risk",2013-05-14,"0","0",NA
"1929","Yeshiva University","Political Science","Ruth Bevan","COWC1001","5.0","2.0","Very nice professor. A lot of writing. Grades papers based on writing, not content. Wants you to hand in drafts, but feedback doesn't represent final grade she gives. Considers a grade of a 'c' to be a good grade. Grades based on how much  she likes you. A good writer will do well, , but if you are not a good writer, you will have trouble with her.",2013-03-13,"0","0",NA
"1930","Yeshiva University","Political Science","Ruth Bevan","COWC1001","3.0","2.5","Don't have to come to class. No homework. Just a lot of readings.. Take-home midterm, 10 page research paper,, and a take home final. Even though they are take home it is very difficult. A lot of writing for a Core Class. If you meet with her in office hours and participate in class, you will probably get an A.",2013-01-01,"0","0",NA
"1931","Yeshiva University","Political Science","Ruth Bevan","POL1401","1.0","2.0","Professor rambles and seems to lose her place easily.  I cannot believe that she is still at Yeshiva College.  My Father took her and thought she was old at the time. He couldn't believe that she was still there. If you really want to learn look elsewhere.",2012-02-22,"0","0",NA
"1932","Yeshiva University","Political Science","Ruth Bevan","POL3230","2.0","5.0","Great Professor!  Lots of facilitated discussion on selected readings, very interesting.  Otherwise little work- no midterm, used our term papers and their presentation for a final.  Very easy to get along with, knows what she's talking about.",2012-02-05,"0","0",NA
"1933","Yeshiva University","Political Science","Ruth Bevan","POLIB","1.0","5.0","I love her! she is very cultured  and intellectual. A genuine kind heart. I hate philosophy but I really enjoyed the class. I am not a writer but because each essay was only 2 or 3 pages it was not too difficult. The class is not structured AT ALL but the conversation is always stimulating.",2012-01-02,"0","0",NA
"1934","Yeshiva University","Political Science","Ruth Bevan","POL1401","2.0","5.0","Of all my poli sci courses, Bevan has come closest to real world issues. Very interactive classes, very accepting personality, fair grader; she keeps her political views to herself; it is a class with limited structure, she prefers seminars and discussion. She hates exams, and rarely gives an in class examination. Mostly open-ended papers and exams",2011-12-20,"0","0",NA
"1935","Yeshiva University","Political Science","Ruth Bevan","POLSBLAH","1.0","4.0","Prof Bevan is a nice person but not a very good teacher. She's more interested in talking about the days NY Times than actually being productive. We covered very little ground, discussed topics only vaguely before moving on, and generally have pretty boring classes. Still, she has a very sweet personality. Thank god the readings are good.",2011-11-12,"0","0",NA
